Desk ID,Seat ID,Start Time,End Time,Duration (Minutes),Peak Time Occupancy
1,1,02/12/2023 23:43,03/12/2023 01:58,135,false
4,1,03/12/2023 12:50,03/12/2023 13:07,17,false
1,2,05/12/2023 03:05,05/12/2023 04:16,71,true
2,1,08/12/2023 15:12,08/12/2023 16:22,70,true
7,4,13/12/2023 09:03,13/12/2023 11:00,117,true
7,3,02/12/2023 03:21,02/12/2023 04:18,57,false
1,4,09/12/2023 03:53,09/12/2023 06:04,131,false
3,4,01/12/2023 04:40,01/12/2023 06:53,133,true
1,3,10/12/2023 06:07,10/12/2023 09:35,208,false
4,2,10/12/2023 07:01,10/12/2023 10:03,182,true
1,2,05/12/2023 19:44,05/12/2023 21:23,99,false
2,1,10/12/2023 19:11,10/12/2023 21:52,161,false
1,1,07/12/2023 16:03,07/12/2023 18:08,125,false
4,1,09/12/2023 09:08,09/12/2023 11:00,112,false
5,1,06/12/2023 15:33,06/12/2023 17:45,132,true
3,3,04/12/2023 01:22,04/12/2023 04:14,172,false
2,4,08/12/2023 17:29,08/12/2023 21:11,222,false
1,3,13/12/2023 05:12,13/12/2023 08:08,176,false
3,1,03/12/2023 11:17,03/12/2023 13:33,136,false
6,1,30/11/2023 22:57,30/11/2023 23:56,59,true
2,3,06/12/2023 01:17,06/12/2023 02:22,65,false
1,2,09/12/2023 23:08,10/12/2023 00:05,57,true
2,1,11/12/2023 22:14,11/12/2023 23:12,58,false
1,1,12/12/2023 09:45,12/12/2023 13:37,232,false
4,1,10/12/2023 20:06,10/12/2023 23:28,202,true
1,2,04/12/2023 05:07,04/12/2023 08:10,183,true
2,1,07/12/2023 14:06,07/12/2023 14:32,26,true
2,3,11/12/2023 10:42,11/12/2023 11:17,35,false
1,2,29/11/2023 17:27,29/11/2023 21:12,225,true
2,1,05/12/2023 17:24,05/12/2023 20:29,185,true
6,2,04/12/2023 00:46,04/12/2023 01:36,50,true
3,1,06/12/2023 12:59,06/12/2023 14:09,70,false
6,1,29/11/2023 18:33,29/11/2023 20:57,144,true
1,1,02/12/2023 11:20,02/12/2023 13:12,112,false
4,1,08/12/2023 20:20,08/12/2023 22:35,135,false
3,2,09/12/2023 19:58,09/12/2023 22:30,152,false
4,3,10/12/2023 19:58,10/12/2023 22:47,169,true
6,2,11/12/2023 10:06,11/12/2023 14:01,235,true
1,3,06/12/2023 03:05,06/12/2023 07:04,239,true
4,2,12/12/2023 22:38,13/12/2023 01:36,178,false
5,2,10/12/2023 16:36,10/12/2023 18:37,121,true
1,4,02/12/2023 19:11,02/12/2023 22:47,216,true
1,2,05/12/2023 05:00,05/12/2023 05:49,49,true
2,1,08/12/2023 04:40,08/12/2023 07:30,170,false
2,2,10/12/2023 00:18,10/12/2023 04:01,223,false
2,4,02/12/2023 21:16,03/12/2023 00:12,176,false
1,3,10/12/2023 21:47,11/12/2023 01:02,195,true
2,3,13/12/2023 04:55,13/12/2023 06:41,106,false
1,1,10/12/2023 08:13,10/12/2023 09:04,51,true
4,1,11/12/2023 23:34,12/12/2023 01:16,102,true
1,2,06/12/2023 20:20,06/12/2023 21:56,96,false
2,1,10/12/2023 10:04,10/12/2023 13:32,208,false
1,2,05/12/2023 19:08,05/12/2023 22:24,196,false
3,1,13/12/2023 02:45,13/12/2023 04:20,95,true
6,1,06/12/2023 11:52,06/12/2023 15:38,226,false
1,2,04/12/2023 11:46,04/12/2023 15:32,226,true
2,1,06/12/2023 02:14,06/12/2023 04:05,111,false
1,1,06/12/2023 09:03,06/12/2023 12:14,191,true
4,1,09/12/2023 23:19,10/12/2023 02:00,161,false
2,3,06/12/2023 10:41,06/12/2023 14:29,228,true
1,3,06/12/2023 17:51,06/12/2023 21:17,206,false
4,2,05/12/2023 22:35,06/12/2023 00:21,106,false
1,2,10/12/2023 17:51,10/12/2023 20:22,151,false
2,1,09/12/2023 04:53,09/12/2023 08:40,227,false
4,4,06/12/2023 00:48,06/12/2023 02:06,78,false
1,6,06/12/2023 23:49,07/12/2023 02:01,132,false
6,2,10/12/2023 12:32,10/12/2023 14:41,129,false
1,1,04/12/2023 17:20,04/12/2023 19:49,149,true
4,1,08/12/2023 12:07,08/12/2023 15:30,203,false
1,2,29/11/2023 23:13,29/11/2023 23:46,33,true
2,1,03/12/2023 08:29,03/12/2023 09:09,40,true
3,1,06/12/2023 17:08,06/12/2023 18:51,103,false
6,1,01/12/2023 22:19,02/12/2023 01:39,200,false
3,3,12/12/2023 05:46,12/12/2023 08:13,147,true
2,4,11/12/2023 23:43,12/12/2023 03:37,234,true
1,3,09/12/2023 21:19,10/12/2023 00:50,211,true
2,3,04/12/2023 12:04,04/12/2023 13:10,66,true
1,2,10/12/2023 00:26,10/12/2023 01:47,81,true
2,1,04/12/2023 13:21,04/12/2023 15:56,155,false
1,1,30/11/2023 09:46,30/11/2023 13:43,237,true
4,1,05/12/2023 04:14,05/12/2023 07:29,195,false
3,4,29/11/2023 21:08,29/11/2023 22:40,92,false
1,4,08/12/2023 05:07,08/12/2023 07:12,125,true
1,2,03/12/2023 05:16,03/12/2023 07:23,127,true
2,1,09/12/2023 02:54,09/12/2023 06:35,221,true
1,5,11/12/2023 00:08,11/12/2023 03:36,208,false
7,3,03/12/2023 15:05,03/12/2023 18:19,194,false
1,4,04/12/2023 19:13,04/12/2023 22:16,183,true
3,2,13/12/2023 07:08,13/12/2023 10:28,200,true
4,3,11/12/2023 03:38,11/12/2023 04:34,56,false
6,2,06/12/2023 21:09,06/12/2023 22:53,104,true
1,3,05/12/2023 03:16,05/12/2023 05:15,119,false
4,2,10/12/2023 03:20,10/12/2023 06:48,208,true
3,1,10/12/2023 12:00,10/12/2023 14:46,166,true
6,1,04/12/2023 21:03,04/12/2023 21:29,26,false
2,3,11/12/2023 06:58,11/12/2023 10:45,227,false
1,1,08/12/2023 19:30,08/12/2023 20:08,38,false
4,1,07/12/2023 23:08,08/12/2023 00:53,105,true
1,2,04/12/2023 13:10,04/12/2023 16:27,197,false
2,1,02/12/2023 09:31,02/12/2023 11:42,131,true
6,2,29/11/2023 20:20,30/11/2023 00:17,237,false
1,2,07/12/2023 19:25,07/12/2023 19:44,19,false
2,1,30/11/2023 23:50,01/12/2023 03:36,226,true
6,1,30/11/2023 21:44,01/12/2023 00:09,145,false
1,1,09/12/2023 23:47,10/12/2023 01:34,107,true
4,1,11/12/2023 01:58,11/12/2023 03:56,118,false
2,4,07/12/2023 12:08,07/12/2023 12:36,28,true
1,3,02/12/2023 23:44,03/12/2023 02:37,173,true
2,3,06/12/2023 02:06,06/12/2023 05:13,187,false
5,1,07/12/2023 21:57,08/12/2023 00:15,138,true
2,2,30/11/2023 10:52,30/11/2023 13:37,165,false
1,2,07/12/2023 10:28,07/12/2023 10:49,21,false
2,1,06/12/2023 07:01,06/12/2023 08:06,65,false
3,1,02/12/2023 05:02,02/12/2023 05:18,16,false
6,1,01/12/2023 06:12,01/12/2023 09:18,186,true
1,1,07/12/2023 10:27,07/12/2023 12:39,132,false
4,1,10/12/2023 15:19,10/12/2023 18:02,163,true
1,3,09/12/2023 13:51,09/12/2023 17:14,203,true
4,2,02/12/2023 21:33,02/12/2023 22:51,78,true
1,2,10/12/2023 03:36,10/12/2023 05:45,129,true
2,1,09/12/2023 22:58,10/12/2023 00:46,108,true
2,3,10/12/2023 14:47,10/12/2023 18:46,239,true
1,4,06/12/2023 23:42,07/12/2023 00:19,37,true
1,2,02/12/2023 00:40,02/12/2023 02:21,101,true
2,1,09/12/2023 05:18,09/12/2023 06:12,54,true
1,1,30/11/2023 05:04,30/11/2023 08:13,189,true
4,1,30/11/2023 19:43,30/11/2023 20:25,42,false
3,1,04/12/2023 18:13,04/12/2023 20:29,136,true
6,1,07/12/2023 13:47,07/12/2023 16:33,166,false
1,2,06/12/2023 15:39,06/12/2023 16:51,72,false
2,1,06/12/2023 00:19,06/12/2023 02:19,120,false
3,3,11/12/2023 23:40,12/12/2023 01:09,89,true
6,2,04/12/2023 23:42,05/12/2023 01:43,121,false
2,4,04/12/2023 05:35,04/12/2023 06:43,68,true
1,3,04/12/2023 12:58,04/12/2023 16:33,215,true
2,3,01/12/2023 04:35,01/12/2023 05:22,47,false
1,1,13/12/2023 06:55,13/12/2023 10:04,189,false
4,1,05/12/2023 02:01,05/12/2023 05:05,184,true
1,2,04/12/2023 21:54,05/12/2023 00:53,179,false
2,1,12/12/2023 09:47,12/12/2023 11:27,100,false
3,2,04/12/2023 04:27,04/12/2023 04:49,22,true
4,3,04/12/2023 07:21,04/12/2023 07:58,37,true
6,2,01/12/2023 22:42,02/12/2023 00:06,84,false
1,3,03/12/2023 06:55,03/12/2023 09:46,171,false
4,2,05/12/2023 13:58,05/12/2023 15:25,87,false
1,2,01/12/2023 01:43,01/12/2023 04:13,150,false
2,1,06/12/2023 18:10,06/12/2023 20:16,126,true
3,1,13/12/2023 00:55,13/12/2023 01:24,29,true
6,1,12/12/2023 11:46,12/12/2023 13:17,91,true
1,1,08/12/2023 13:07,08/12/2023 14:31,84,true
4,1,07/12/2023 01:21,07/12/2023 04:08,167,false
2,3,01/12/2023 09:01,01/12/2023 09:56,55,false
4,4,02/12/2023 12:37,02/12/2023 16:07,210,true
1,6,10/12/2023 03:21,10/12/2023 06:54,213,false
3,4,07/12/2023 07:20,07/12/2023 08:00,40,false
1,2,03/12/2023 17:31,03/12/2023 20:30,179,true
2,1,04/12/2023 01:22,04/12/2023 04:24,182,true
6,3,09/12/2023 04:33,09/12/2023 06:24,111,false
1,1,01/12/2023 16:53,01/12/2023 20:11,198,true
4,1,02/12/2023 10:48,02/12/2023 14:37,229,false
1,2,30/11/2023 09:24,30/11/2023 10:40,76,false
2,1,06/12/2023 06:28,06/12/2023 08:26,118,true
1,4,07/12/2023 17:36,07/12/2023 18:33,57,true
2,4,12/12/2023 09:03,12/12/2023 09:19,16,true
1,3,02/12/2023 13:49,02/12/2023 15:05,76,true
3,1,08/12/2023 03:21,08/12/2023 06:58,217,true
6,1,30/11/2023 17:15,30/11/2023 18:44,89,false
2,3,03/12/2023 18:11,03/12/2023 19:31,80,true
1,1,08/12/2023 01:20,08/12/2023 03:04,104,true
6,4,08/12/2023 12:01,08/12/2023 12:32,31,true
7,3,09/12/2023 03:05,09/12/2023 05:35,150,false
1,4,03/12/2023 17:43,03/12/2023 19:16,93,false
1,3,12/12/2023 14:26,12/12/2023 18:04,218,false
4,2,10/12/2023 09:47,10/12/2023 10:20,33,false
6,2,11/12/2023 13:19,11/12/2023 17:01,222,false
1,2,09/12/2023 01:11,09/12/2023 02:46,95,true
2,1,09/12/2023 03:47,09/12/2023 04:44,57,false
1,1,01/12/2023 21:06,02/12/2023 00:20,194,false
4,1,10/12/2023 07:26,10/12/2023 07:58,32,false
2,2,10/12/2023 16:15,10/12/2023 16:53,38,true
1,2,05/12/2023 11:15,05/12/2023 14:53,218,false
2,1,02/12/2023 20:31,02/12/2023 20:48,17,false
5,2,01/12/2023 10:26,01/12/2023 13:37,191,true
2,3,06/12/2023 12:17,06/12/2023 13:15,58,true
1,1,30/11/2023 12:56,30/11/2023 14:44,108,false
4,1,07/12/2023 10:09,07/12/2023 13:10,181,false
1,2,05/12/2023 23:35,06/12/2023 02:50,195,true
2,1,06/12/2023 17:12,06/12/2023 20:28,196,false
3,1,09/12/2023 22:56,10/12/2023 02:18,202,true
6,1,03/12/2023 02:43,03/12/2023 04:09,86,false
1,2,09/12/2023 17:06,09/12/2023 18:32,86,false
2,1,08/12/2023 14:35,08/12/2023 15:51,76,false
1,1,07/12/2023 05:46,07/12/2023 09:43,237,false
4,1,07/12/2023 14:43,07/12/2023 17:40,177,true
3,3,10/12/2023 01:24,10/12/2023 02:31,67,true
3,2,03/12/2023 11:09,03/12/2023 13:47,158,true
4,3,30/11/2023 05:12,30/11/2023 08:18,186,false
6,2,11/12/2023 00:59,11/12/2023 03:46,167,true
1,3,11/12/2023 15:50,11/12/2023 19:36,226,false
4,2,10/12/2023 11:24,10/12/2023 11:40,16,false
2,4,06/12/2023 14:08,06/12/2023 16:27,139,true
1,3,02/12/2023 16:43,02/12/2023 19:28,165,true
2,3,06/12/2023 08:20,06/12/2023 08:55,35,true
1,2,10/12/2023 23:47,11/12/2023 01:13,86,false
2,1,29/11/2023 13:51,29/11/2023 14:20,29,false
5,3,11/12/2023 15:58,11/12/2023 19:08,190,true
5,1,01/12/2023 22:52,01/12/2023 23:34,42,true
6,2,12/12/2023 23:50,13/12/2023 03:24,214,false
3,1,03/12/2023 19:00,03/12/2023 21:05,125,false
6,1,04/12/2023 14:11,04/12/2023 17:11,180,true
1,2,04/12/2023 00:10,04/12/2023 02:53,163,false
1,1,09/12/2023 13:28,09/12/2023 14:06,38,true
4,1,09/12/2023 15:23,09/12/2023 15:55,32,true
1,4,10/12/2023 10:59,10/12/2023 14:42,223,true
1,2,06/12/2023 22:13,06/12/2023 23:24,71,false
2,1,04/12/2023 22:10,04/12/2023 23:50,100,false
2,3,09/12/2023 12:18,09/12/2023 13:06,48,false
1,2,06/12/2023 01:45,06/12/2023 05:16,211,false
2,1,08/12/2023 17:12,08/12/2023 20:21,189,false
1,1,30/11/2023 02:09,30/11/2023 04:08,119,true
4,1,12/12/2023 17:33,12/12/2023 20:20,167,true
1,5,02/12/2023 03:09,02/12/2023 05:51,162,true
1,3,03/12/2023 21:12,03/12/2023 23:26,134,true
4,2,06/12/2023 00:46,06/12/2023 02:24,98,false
1,2,08/12/2023 16:33,08/12/2023 19:43,190,false
2,1,09/12/2023 13:39,09/12/2023 17:01,202,true
3,1,08/12/2023 00:05,08/12/2023 00:51,46,true
6,1,08/12/2023 07:05,08/12/2023 08:34,89,false
7,4,08/12/2023 04:35,08/12/2023 08:00,205,true
3,4,30/11/2023 02:01,30/11/2023 05:13,192,true
2,4,11/12/2023 06:41,11/12/2023 07:50,69,false
1,3,10/12/2023 00:45,10/12/2023 03:52,187,true
2,3,01/12/2023 21:26,01/12/2023 23:57,151,true
1,1,30/11/2023 01:24,30/11/2023 05:15,231,false
4,1,05/12/2023 16:05,05/12/2023 19:01,176,true
1,2,02/12/2023 08:30,02/12/2023 09:30,60,true
2,1,05/12/2023 23:43,06/12/2023 01:22,99,false
2,2,11/12/2023 14:31,11/12/2023 15:29,58,false
6,2,01/12/2023 00:54,01/12/2023 02:28,94,false
1,2,02/12/2023 16:07,02/12/2023 17:40,93,false
2,1,11/12/2023 05:17,11/12/2023 09:06,229,true
4,4,04/12/2023 11:34,04/12/2023 12:58,84,true
1,6,11/12/2023 08:22,11/12/2023 10:57,155,true
1,1,02/12/2023 12:31,02/12/2023 14:49,138,false
4,1,03/12/2023 01:22,03/12/2023 03:58,156,false
3,1,30/11/2023 11:58,30/11/2023 15:01,183,false
6,1,05/12/2023 21:26,06/12/2023 01:20,234,false
2,3,11/12/2023 15:16,11/12/2023 17:14,118,false
1,2,11/12/2023 20:07,11/12/2023 22:01,114,false
2,1,02/12/2023 23:00,03/12/2023 00:40,100,true
7,3,01/12/2023 00:23,01/12/2023 02:51,148,false
1,4,07/12/2023 01:57,07/12/2023 03:21,84,true
3,2,03/12/2023 17:32,03/12/2023 20:15,163,true
4,3,13/12/2023 03:08,13/12/2023 06:59,231,true
6,2,09/12/2023 12:52,09/12/2023 15:52,180,false
1,4,02/12/2023 07:41,02/12/2023 09:14,93,true
1,3,04/12/2023 09:55,04/12/2023 13:54,239,true
4,2,10/12/2023 11:30,10/12/2023 12:11,41,true
1,1,03/12/2023 19:43,03/12/2023 23:39,236,false
4,1,08/12/2023 06:43,08/12/2023 07:13,30,true
1,2,04/12/2023 18:59,04/12/2023 20:19,80,false
2,1,12/12/2023 23:24,13/12/2023 01:16,112,false
3,3,11/12/2023 19:15,11/12/2023 20:00,45,true
2,4,09/12/2023 17:09,09/12/2023 20:13,184,false
1,3,10/12/2023 17:40,10/12/2023 18:52,72,false
2,3,12/12/2023 23:56,13/12/2023 00:21,25,true
1,2,29/11/2023 16:17,29/11/2023 19:21,184,true
2,1,09/12/2023 07:59,09/12/2023 09:59,120,false
3,1,08/12/2023 15:04,08/12/2023 17:15,131,true
6,1,11/12/2023 15:11,11/12/2023 18:00,169,false
1,1,09/12/2023 22:26,10/12/2023 01:38,192,true
4,1,03/12/2023 21:11,03/12/2023 22:02,51,false
1,2,10/12/2023 10:08,10/12/2023 11:36,88,true
2,1,08/12/2023 01:20,08/12/2023 03:20,120,true
6,2,10/12/2023 21:24,10/12/2023 22:47,83,false
2,3,08/12/2023 09:37,08/12/2023 13:28,231,false
1,1,09/12/2023 20:58,09/12/2023 22:35,97,true
4,1,07/12/2023 02:04,07/12/2023 02:56,52,false
1,3,08/12/2023 10:45,08/12/2023 11:13,28,false
4,2,04/12/2023 02:58,04/12/2023 03:48,50,true
1,2,12/12/2023 23:19,13/12/2023 02:11,172,true
2,1,30/11/2023 18:24,30/11/2023 18:58,34,false
3,1,10/12/2023 18:29,10/12/2023 21:20,171,true
6,1,03/12/2023 04:13,03/12/2023 05:35,82,true
1,2,05/12/2023 14:29,05/12/2023 17:02,153,true
2,1,11/12/2023 18:09,11/12/2023 21:39,210,true
1,1,29/11/2023 16:26,29/11/2023 19:26,180,false
4,1,02/12/2023 00:01,02/12/2023 01:00,59,false
2,4,30/11/2023 01:19,30/11/2023 01:43,24,false
1,3,01/12/2023 19:12,01/12/2023 20:46,94,true
2,3,10/12/2023 18:37,10/12/2023 20:25,108,true
1,4,12/12/2023 07:22,12/12/2023 08:31,69,false
1,2,30/11/2023 19:18,30/11/2023 22:28,190,false
2,1,10/12/2023 01:19,10/12/2023 01:46,27,true
5,1,05/12/2023 23:21,05/12/2023 23:38,17,true
3,4,04/12/2023 06:00,04/12/2023 08:27,147,false
1,1,07/12/2023 02:09,07/12/2023 02:53,44,false
4,1,08/12/2023 16:14,08/12/2023 19:02,168,true
1,2,09/12/2023 13:59,09/12/2023 15:01,62,false
2,1,02/12/2023 12:05,02/12/2023 15:48,223,false
3,1,09/12/2023 01:16,09/12/2023 04:04,168,true
6,1,01/12/2023 09:49,01/12/2023 12:16,147,true
2,2,06/12/2023 06:08,06/12/2023 07:02,54,true
3,2,10/12/2023 21:32,10/12/2023 23:03,91,false
4,3,13/12/2023 11:12,13/12/2023 11:46,34,true
6,2,04/12/2023 06:06,04/12/2023 08:31,145,true
1,3,30/11/2023 13:09,30/11/2023 15:03,114,true
4,2,08/12/2023 21:02,08/12/2023 21:40,38,false
2,3,01/12/2023 02:28,01/12/2023 04:19,111,false
6,1,01/12/2023 00:01,01/12/2023 00:46,45,false
6,2,08/12/2023 22:22,09/12/2023 00:53,151,false
1,2,03/12/2023 19:52,03/12/2023 23:12,200,true
2,1,08/12/2023 17:45,08/12/2023 18:49,64,true
1,1,05/12/2023 05:30,05/12/2023 06:20,50,true
4,1,04/12/2023 05:23,04/12/2023 07:43,140,true
1,2,30/11/2023 03:50,30/11/2023 07:23,213,false
2,1,01/12/2023 23:38,02/12/2023 00:52,74,false
5,4,03/12/2023 09:37,03/12/2023 12:47,190,true
3,3,30/11/2023 06:17,30/11/2023 08:20,123,false
2,4,03/12/2023 13:04,03/12/2023 15:27,143,true
1,3,06/12/2023 21:18,06/12/2023 23:56,158,false
3,1,03/12/2023 23:57,04/12/2023 01:44,107,false
6,1,09/12/2023 22:27,09/12/2023 23:39,72,false
2,3,06/12/2023 20:42,06/12/2023 23:44,182,false
5,2,11/12/2023 12:25,11/12/2023 15:41,196,false
1,1,29/11/2023 18:36,29/11/2023 21:53,197,true
4,1,13/12/2023 12:18,13/12/2023 12:41,23,false
1,2,11/12/2023 02:40,11/12/2023 05:02,142,true
2,1,13/12/2023 06:43,13/12/2023 07:20,37,true
7,3,12/12/2023 23:18,13/12/2023 02:30,192,true
1,4,13/12/2023 04:08,13/12/2023 04:29,21,false
4,4,01/12/2023 06:31,01/12/2023 08:37,126,true
1,6,09/12/2023 16:29,09/12/2023 17:02,33,true
1,3,30/11/2023 01:41,30/11/2023 02:15,34,false
4,2,05/12/2023 14:01,05/12/2023 14:50,49,false
1,2,10/12/2023 23:08,11/12/2023 02:48,220,true
2,1,02/12/2023 18:34,02/12/2023 20:25,111,true
1,1,10/12/2023 20:16,10/12/2023 22:56,160,true
4,1,13/12/2023 06:19,13/12/2023 10:18,239,true
1,4,10/12/2023 17:49,10/12/2023 21:10,201,true
2,3,11/12/2023 10:48,11/12/2023 12:01,73,true
1,2,04/12/2023 20:04,04/12/2023 20:56,52,false
2,1,08/12/2023 06:19,08/12/2023 09:57,218,false
3,1,02/12/2023 07:24,02/12/2023 08:12,48,true
6,1,06/12/2023 12:39,06/12/2023 14:38,119,true
6,2,07/12/2023 15:03,07/12/2023 15:34,31,true
1,1,01/12/2023 16:44,01/12/2023 17:41,57,false
4,1,08/12/2023 02:47,08/12/2023 04:12,85,false
1,2,03/12/2023 19:37,03/12/2023 23:10,213,false
2,1,01/12/2023 21:46,01/12/2023 23:04,78,false
2,4,10/12/2023 04:17,10/12/2023 07:17,180,true
1,3,12/12/2023 18:15,12/12/2023 18:48,33,false
2,3,07/12/2023 14:00,07/12/2023 15:08,68,false
1,2,12/12/2023 08:46,12/12/2023 11:45,179,true
2,1,08/12/2023 19:49,08/12/2023 23:43,234,true
6,4,06/12/2023 22:49,07/12/2023 02:46,237,false
1,5,13/12/2023 08:10,13/12/2023 11:37,207,true
1,1,07/12/2023 12:54,07/12/2023 15:17,143,true
4,1,07/12/2023 22:32,07/12/2023 23:58,86,false
3,2,05/12/2023 07:52,05/12/2023 09:43,111,true
4,3,08/12/2023 05:49,08/12/2023 07:03,74,false
6,2,12/12/2023 06:53,12/12/2023 07:12,19,true
1,3,11/12/2023 06:13,11/12/2023 07:41,88,true
4,2,30/11/2023 15:37,30/11/2023 18:48,191,false
3,1,10/12/2023 03:48,10/12/2023 06:27,159,false
6,1,02/12/2023 11:55,02/12/2023 15:20,205,true
1,2,09/12/2023 18:51,09/12/2023 21:21,150,true
2,1,13/12/2023 12:20,13/12/2023 13:11,51,false
1,2,03/12/2023 23:45,04/12/2023 02:19,154,true
2,3,01/12/2023 00:14,01/12/2023 02:17,123,false
2,2,05/12/2023 00:47,05/12/2023 03:06,139,false
1,1,12/12/2023 20:48,13/12/2023 00:44,236,true
4,1,09/12/2023 08:51,09/12/2023 09:40,49,true
1,2,13/12/2023 06:11,13/12/2023 07:28,77,false
2,1,06/12/2023 19:48,06/12/2023 23:47,239,true
3,4,10/12/2023 06:16,10/12/2023 08:25,129,true
1,4,09/12/2023 17:40,09/12/2023 20:44,184,true
6,2,04/12/2023 18:07,04/12/2023 20:32,145,false
1,2,07/12/2023 22:49,08/12/2023 02:35,226,true
2,1,30/11/2023 18:48,30/11/2023 22:03,195,false
3,1,04/12/2023 22:14,04/12/2023 23:58,104,false
6,1,07/12/2023 14:46,07/12/2023 15:53,67,true
3,3,11/12/2023 10:09,11/12/2023 14:01,232,false
1,1,03/12/2023 03:14,03/12/2023 06:18,184,true
4,1,01/12/2023 13:05,01/12/2023 15:16,131,true
2,4,03/12/2023 22:54,04/12/2023 01:11,137,false
1,3,11/12/2023 08:48,11/12/2023 09:10,22,false
2,3,12/12/2023 01:35,12/12/2023 03:26,111,false
1,3,30/11/2023 00:14,30/11/2023 00:35,21,true
4,2,02/12/2023 01:34,02/12/2023 03:05,91,true
1,2,08/12/2023 03:48,08/12/2023 06:15,147,true
2,1,04/12/2023 23:30,05/12/2023 02:38,188,false
1,1,09/12/2023 04:40,09/12/2023 08:09,209,true
4,1,01/12/2023 18:12,01/12/2023 19:59,107,false
1,2,07/12/2023 06:02,07/12/2023 09:31,209,true
2,1,09/12/2023 18:37,09/12/2023 21:43,186,false
5,1,11/12/2023 23:00,12/12/2023 01:20,140,true
3,1,08/12/2023 01:45,08/12/2023 04:57,192,true
6,1,09/12/2023 12:10,09/12/2023 13:32,82,false
2,3,08/12/2023 07:10,08/12/2023 10:23,193,false
1,2,11/12/2023 03:53,11/12/2023 06:44,171,true
2,1,11/12/2023 19:58,11/12/2023 20:39,41,true
1,1,10/12/2023 06:49,10/12/2023 08:32,103,false
4,1,10/12/2023 02:33,10/12/2023 05:46,193,true
1,2,09/12/2023 15:39,09/12/2023 18:45,186,false
2,1,04/12/2023 04:12,04/12/2023 05:44,92,true
1,1,08/12/2023 20:22,09/12/2023 00:06,224,false
7,3,07/12/2023 09:47,07/12/2023 12:02,135,true
1,4,05/12/2023 03:33,05/12/2023 06:49,196,false
3,2,13/12/2023 09:10,13/12/2023 11:19,129,true
4,3,30/11/2023 13:43,30/11/2023 16:43,180,false
6,2,10/12/2023 13:20,10/12/2023 14:41,81,false
1,3,13/12/2023 05:55,13/12/2023 06:25,30,true
4,2,30/11/2023 03:51,30/11/2023 05:53,122,false
6,2,02/12/2023 01:43,02/12/2023 03:10,87,true
2,4,04/12/2023 19:53,04/12/2023 23:35,222,true
1,3,05/12/2023 17:27,05/12/2023 20:16,169,false
2,3,06/12/2023 17:33,06/12/2023 18:49,76,true
1,1,04/12/2023 03:25,04/12/2023 05:59,154,false
4,1,08/12/2023 16:31,08/12/2023 20:12,221,true
1,2,30/11/2023 17:35,30/11/2023 18:13,38,false
2,1,08/12/2023 11:36,08/12/2023 11:56,20,false
3,1,03/12/2023 09:55,03/12/2023 10:14,19,true
6,1,03/12/2023 22:48,04/12/2023 01:43,175,true
4,4,07/12/2023 13:40,07/12/2023 15:18,98,false
1,6,11/12/2023 23:40,11/12/2023 23:56,16,false
1,4,03/12/2023 16:08,03/12/2023 19:01,173,false
1,2,01/12/2023 23:12,02/12/2023 02:11,179,false
2,1,30/11/2023 17:03,30/11/2023 19:36,153,false
1,1,05/12/2023 14:44,05/12/2023 17:27,163,true
4,1,02/12/2023 17:57,02/12/2023 21:22,205,true
2,3,01/12/2023 18:46,01/12/2023 19:24,38,true
1,2,05/12/2023 11:56,05/12/2023 15:05,189,true
2,1,08/12/2023 06:57,08/12/2023 08:50,113,true
2,2,10/12/2023 11:17,10/12/2023 15:01,224,true
3,1,09/12/2023 01:23,09/12/2023 02:13,50,false
6,1,09/12/2023 22:24,10/12/2023 00:25,121,false
6,3,01/12/2023 00:26,01/12/2023 01:56,90,true
1,1,13/12/2023 11:22,13/12/2023 12:51,89,false
4,1,03/12/2023 09:04,03/12/2023 10:44,100,true
1,3,03/12/2023 02:08,03/12/2023 03:37,89,true
4,2,03/12/2023 15:03,03/12/2023 18:13,190,false
1,2,11/12/2023 09:37,11/12/2023 10:47,70,true
2,1,04/12/2023 23:24,05/12/2023 01:53,149,true
3,3,03/12/2023 09:47,03/12/2023 10:02,15,false
2,4,12/12/2023 05:14,12/12/2023 08:24,190,true
1,3,03/12/2023 11:50,03/12/2023 13:30,100,false
2,3,04/12/2023 16:59,04/12/2023 19:16,137,false
7,4,09/12/2023 20:47,09/12/2023 22:02,75,true
3,4,03/12/2023 06:53,03/12/2023 07:20,27,false
6,2,06/12/2023 22:12,07/12/2023 01:56,224,false
1,2,07/12/2023 21:34,07/12/2023 22:38,64,true
2,1,03/12/2023 15:00,03/12/2023 17:43,163,false
1,1,07/12/2023 05:44,07/12/2023 09:38,234,false
4,1,09/12/2023 12:16,09/12/2023 13:25,69,false
1,2,03/12/2023 04:04,03/12/2023 07:38,214,true
2,1,04/12/2023 03:19,04/12/2023 06:08,169,true
3,1,06/12/2023 03:19,06/12/2023 05:56,157,true
6,1,02/12/2023 00:32,02/12/2023 01:24,52,true
2,3,11/12/2023 00:38,11/12/2023 00:59,21,false
1,4,03/12/2023 02:31,03/12/2023 04:18,107,true
1,1,04/12/2023 09:36,04/12/2023 11:38,122,true
4,1,08/12/2023 09:59,08/12/2023 11:30,91,false
1,2,04/12/2023 20:11,04/12/2023 22:45,154,true
2,1,04/12/2023 13:39,04/12/2023 16:34,175,false
